Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1341;30/11/2011;1;11;20;37;40;52;40.783.200,00;0; ; ;0;90;26.529,68;6566;519,48;SIM;20.580.961,40;25.000.000,00;58.153.476,70
1342;03/12/2011;5;7;42;46;50;60;47.829.560,00;0; ; ;0;102;27.452,98;8092;494,35;SIM;25.739.230,68;31.000.000,00;58.890.372,31
1343;07/12/2011;19;20;31;42;51;56;49.985.698,00;0; ; ;0;58;50.455,78;6113;683,89;SIM;31.130.032,72;37.000.000,00;59.660.486,92
1344;10/12/2011;8;19;21;36;42;59;58.986.186,00;3;ESTÂNCIA VELHA;RS;12.497.169,80;236;14.632,94;13393;368,35;NÃO;0;20.000.000,00;60.569.269,32
FLORIANÓPOLIS;SC;;;;;;;;;;;;;;;;;;;
TAUBATÉ;SP;;;;;;;;;;;;;;;;;;;
1345;14/12/2011;7;17;19;26;40;50;35.477.030,00;0; ; ;0;74;28.067,82;6043;491;SIM;19.645.695,09;24.000.000,00;61.115.853,23
1346;17/12/2011;12;32;40;47;48;59;44.171.706,00;1;CURITIBA;PR;24.409.476,19;57;45.369,34;5205;709,77;NÃO;0;2.000.000,00;61.796.393,40
1347;20/12/2011;9;19;45;46;54;56;15.591.154,00;0; ; ;0;38;24.020,82;2940;443,53;SIM;1.681.457,45;4.000.000,00;62.036.601,62
1348;22/12/2011;7;12;38;39;45;56;24.032.082,00;0; ; ;0;89;15.808,64;5009;401,26;SIM;4.273.242,73;7.000.000,00;62.406.856,67
1349;24/12/2011;9;19;20;50;51;60;26.205.394,00;1;JUIZ DE FORA;MG;7.099.412,95;168;9.132,18;7012;312,56;NÃO;0;170.000.000,00;72.672.429,30
1350;31/12/2011;3;4;29;36;45;55;549.326.718,00;5;RUSSAS;CE;35.523.497,52;954;33.711,30;85582;536,83;NÃO;0;2.500.000,00;0
BRASÍLIA;DF;;;;;;;;;;;;;;;;;;;
CARMO DO CAJURU;MG;;;;;;;;;;;;;;;;;;;
BELÉM;PA;;;;;;;;;;;;;;;;;;;
MAUÁ;SP;;;;;;;;;;;;;;;;;;;
1351;04/01/2012;13;33;36;41;50;56;20.333.424,00;0; ; ;0;34;35.012,63;3264;521,02;SIM;2.192.896,53;4.700.000,00;313.270,94
1352;07/01/2012;9;18;24;35;36;59;27.619.428,00;0; ; ;0;75;21.559,89;6632;348,3;SIM;5.171.565,92;8.000.000,00;738.795,15
1353;11/01/2012;3;11;13;27;32;47;29.111.596,00;1;SÃO LEOPOLDO;RS;8.311.160,99;161;10.586,03;10308;236,2;NÃO;0;2.000.000,00;1.187.308,75
1354;14/01/2012;2;8;38;42;48;49;26.110.882,00;1;INDAIAL;SC;2.815.977,40;71;21.530,61;4842;451,01;NÃO;0;9.500.000,00;1.589.591,26
1355;18/01/2012;11;17;24;39;46;49;28.231.626,00;0; ; ;0;133;12.427,32;6490;363,81;SIM;10.038.894,30;13.500.000,00;2.024.547,42
1356;21/01/2012;6;13;21;22;31;46;34.891.612,00;0; ; ;0;90;22.697,17;7070;412,75;SIM;13.801.846,13;18.000.000,00;2.562.111,99
1357;25/01/2012;1;19;24;26;52;55;34.816.916,00;0; ; ;0;116;17.572,17;6940;419,59;SIM;17.556.742,21;21.500.000,00;3.098.525,73
1358;28/01/2012;3;15;16;35;37;47;41.749.108,00;0; ; ;0;145;16.856,70;10440;334,45;SIM;22.059.253,65;27.000.000,00;3.741.741,67
1359;01/02/2012;6;10;12;17;28;53;43.427.112,00;0; ; ;0;254;10.009,69;13663;265,83;SIM;39.156.095,15;45.000.000,00;4.410.810,11
1360;04/02/2012;2;16;17;25;50;54;57.400.014,00;2;ARAPIRACA;AL;22.673.254,06;112;30.004,55;9880;485,9;NÃO;0;2.500.000,00;5.295.154,83
ITAÚNA;MG;;;;;;;;;;;;;;;;;;;
1361;08/02/2012;23;27;30;37;38;44;23.685.136,00;0; ; ;0;38;36.490,98;3381;585,9;SIM;2.554.368,24;5.000.000,00;5.660.064,59
1362;11/02/2012;2;12;19;22;36;58;29.840.642,00;3;VITÓRIA;ES;1.924.196,22;129;13.542,90;8825;282,8;NÃO;0;2.000.000,00;6.119.810,37
AMERICANA;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1363;15/02/2012;25;35;42;45;52;57;22.238.800,00;0; ; ;0;36;36.166,13;2744;677,83;SIM;2.398.385,40;5.000.000,00;6.462.436,87
1364;18/02/2012;10;13;20;40;44;53;27.107.626,00;0; ; ;0;60;26.450,47;4436;511,08;SIM;16.186.627,78;19.000.000,00;6.880.075,89
1365;22/02/2012;2;24;26;32;35;50;20.781.492,00;0; ; ;0;52;23.397,34;3368;516,05;SIM;18.427.847,04;22.000.000,00;7.200.250,08
1366;25/02/2012;12;27;37;44;54;59;41.492.838,00;1;CUIABÁ;MT;22.902.720,55;124;19.590,46;7974;435,2;NÃO;0;2.000.000,00;7.839.517,74
1367;01/03/2012;2;7;13;29;38;43;17.429.746,00;0; ; ;0;111;9.193,08;6443;226,25;SIM;1.879.743,88;3.800.000,00;8.108.052,58
1368;03/03/2012;10;21;26;29;32;38;27.762.382,00;1;MORRETES;PR;4.873.830,43;34;47.804,75;4447;522,13;NÃO;0;2.000.000,00;8.535.779,24
1369;07/03/2012;5;16;24;32;38;46;21.682.238,00;0; ; ;0;195;6.509,72;7636;237,48;SIM;11.093.283,98;14.500.000,00;8.869.830,97
1370;10/03/2012;2;4;5;27;49;59;36.211.332,00;2;SALVADOR;BA;7.499.281,75;115;18.434,86;9979;303,49;NÃO;0;2.000.000,00;9.427.728,06
SALVADOR;BA;;;;;;;;;;;;;;;;;;;
1371;14/03/2012;3;4;8;11;47;49;21.159.460,00;0; ; ;0;101;12.265,25;7421;238,47;SIM;2.281.981,94;5.000.000,00;9.753.725,50
1372;17/03/2012;3;36;40;46;58;60;28.545.872,00;0; ; ;0;48;34.817,31;4069;586,74;SIM;5.360.565,43;9.000.000,00;10.193.523,16
1373;21/03/2012;7;27;39;52;55;57;29.296.932,00;1;IPATINGA;MG;8.520.148,41;73;23.495,92;6082;402,87;NÃO;0;2.000.000,00;10.644.892,18
1374;24/03/2012;6;21;28;31;33;43;24.212.762,00;0; ; ;0;32;44.298,35;3575;566,45;SIM;12.062.910,42;15.000.000,00;11.017.930,91
1375;28/03/2012;14;25;28;45;53;58;33.206.740,00;2;FOZ DO IGUAÇU;PR;7.822.077,02;121;16.066,97;7136;389,19;NÃO;0;2.000.000,00;11.529.537,16
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1376;31/03/2012;9;11;21;49;53;54;24.649.260,00;0; ; ;0;57;25.317,58;4091;503,92;SIM;2.658.346,01;5.500.000,00;11.909.300,90
1377;04/04/2012;2;5;12;13;25;35;27.285.304,00;1;RIO DE JANEIRO;RJ;5.600.981,17;175;9.128,17;12352;184,75;NÃO;0;2.000.000,00;12.329.677,36
1378;07/04/2012;2;5;17;18;54;59;19.957.006,00;0; ; ;0;74;15.789,08;5614;297,31;SIM;2.152.301,02;5.000.000,00;12.637.148,96
1379;11/04/2012;5;12;36;45;50;58;26.028.118,00;0; ; ;0;61;24.980,79;5455;399,06;SIM;13.848.344,05;17.000.000,00;13.038.156,32
1380;14/04/2012;3;14;52;55;57;60;40.011.288,00;0; ; ;0;100;23.424,79;6994;478,46;SIM;18.163.437,01;23.000.000,00;13.654.598,19
1381;18/04/2012;11;27;30;40;44;57;43.151.892,00;1;SÃO PAULO;SP;22.817.234,34;109;23.177,49;7087;509,25;NÃO;0;2.000.000,00;14.319.426,39
1382;20/04/2012;5;13;16;17;27;55;16.820.638,00;0; ; ;0;70;14.068,17;6131;229,45;SIM;1.814.053,48;4.500.000,00;14.578.576,91
1383;25/04/2012;7;9;23;44;46;55;25.465.080,00;0; ; ;0;106;14.064,76;6224;342,19;SIM;4.560.383,15;7.500.000,00;14.970.909,73
1384;28/04/2012;2;18;30;31;45;56;32.449.994,00;2;LONDRINA;PR;4.030.007,03;56;33.924,99;5010;541,71;NÃO;0;14.000.000,00;15.470.857,02
SÃO CAETANO DO SUL;SP;;;;;;;;;;;;;;;;;;;
1385;02/05/2012;27;35;36;37;42;59;25.027.030,00;1;ITATIBA;SP;13.402.970,05;52;28.177,29;4170;501,95;NÃO;0;2.000.000,00;15.856.440,95
1386;05/05/2012;12;28;38;39;51;56;25.071.540,00;0; ; ;0;27;54.363,88;3462;605,68;SIM;2.703.887,60;6.000.000,00;16.242.710,61
1387;09/05/2012;18;27;32;43;50;52;27.838.600,00;0; ; ;0;47;34.677,09;3492;666,75;SIM;5.706.194,01;9.000.000,00;16.671.611,54
1388;12/05/2012;22;29;31;43;50;54;35.078.914,00;0; ; ;0;48;42.785,64;4047;724,95;SIM;9.489.345,77;14.000.000,00;17.212.061,81
1389;16/05/2012;1;16;28;39;44;57;37.083.342,00;1;CORRENTE;PI;13.488.668,85;146;14.870,28;7397;419,29;NÃO;0;13.000.000,00;17.783.393,69
1390;19/05/2012;4;19;27;28;29;31;33.991.512,00;2;FORTALEZA;CE;6.920.519,93;149;13.356,03;7924;358,77;NÃO;0;2.000.000,00;18.307.090,69
CORUMBÁ;MS;;;;;;;;;;;;;;;;;;;
1391;23/05/2012;7;12;19;34;40;53;21.495.362,00;0; ; ;0;74;17.006,16;5293;339,65;SIM;2.318.207,92;5.000.000,00;18.638.263,26
1392;26/05/2012;2;8;12;28;33;43;27.785.084,00;0; ; ;0;116;14.023,20;8651;268,62;SIM;5.314.742,80;10.000.000,00;19.066.339,69
1393;30/05/2012;4;18;24;28;39;44;26.194.122,00;1;GOVERNADOR VALADARES;MG;8.139.697,37;86;17.831,94;5717;383,2;NÃO;0;2.000.000,00;19.469.904,65
1394;02/06/2012;11;16;24;35;46;50;24.729.388,00;0; ; ;0;32;45.243,54;4092;505,44;SIM;11.764.027,65;15.000.000,00;19.850.902,89
1395;06/06/2012;5;11;17;19;44;48;36.700.846,00;0; ; ;0;245;8.770,07;13657;224,75;SIM;15.722.099,73;20.000.000,00;20.416.341,78
1396;09/06/2012;29;48;52;54;55;58;38.947.900,00;0; ; ;0;44;51.823,24;4577;711,7;SIM;19.922.509,60;25.000.000,00;21.016.400,35
1397;13/06/2012;3;4;7;15;27;56;48.213.450,00;0; ; ;0;249;11.336,06;18115;222,59;SIM;25.122.180,21;31.000.000,00;21.759.210,45
1398;16/06/2012;14;32;33;40;42;51;56.080.918,00;0; ; ;0;75;43.777,11;7149;656,09;SIM;31.170.332,79;37.000.000,00;22.623.232,27
1399;20/06/2012;34;39;43;56;57;60;65.858.258,00;2;JARAGUÁ;GO;19.136.470,53;648;5.950,16;9834;560,11;NÃO;0;20.000.000,00;23.637.890,60
CURITIBA;PR;;;;;;;;;;;;;;;;;;;
1400;23/06/2012;9;26;34;43;53;54;37.429.448,00;0; ; ;0;72;30.435,06;6208;504,26;SIM;20.699.395,11;25.000.000,00;24.214.554,83
1401;27/06/2012;11;12;25;33;48;54;41.339.942,00;1;NAVIRAÍ;MS;25.157.779,26;233;10.387,41;11965;288,96;NÃO;0;2.000.000,00;24.851.466,86
1402;30/06/2012;2;9;10;21;27;38;26.330.100,00;0; ; ;0;101;15.262,45;7929;277,73;SIM;2.839.619,38;6.000.000,00;25.257.126,79
1403;04/07/2012;13;16;20;26;39;42;30.848.352,00;0; ; ;0;95;19.010,85;6176;417,75;SIM;6.166.518,19;10.000.000,00;25.732.398,05
1404;07/07/2012;7;8;27;31;32;51;38.186.236,00;0; ; ;0;88;25.404,89;7470;427,54;SIM;22.089.242,39;27.000.000,00;26.320.721,89
1405;11/07/2012;3;14;17;32;37;39;51.310.412,00;1;CURITIBA;PR;27.622.910,73;315;9.536,48;15516;276,58;NÃO;0;2.500.000,00;27.111.245,95
1406;14/07/2012;7;10;17;24;38;57;29.317.880,00;0; ; ;0;134;12.809,17;9133;268,48;SIM;3.161.842,16;6.000.000,00;27.562.937,71
1407;18/07/2012;18;29;31;42;43;53;31.321.024,00;0; ; ;0;53;34.598,18;3583;731,11;SIM;6.539.717,17;11.000.000,00;28.045.491,30
1408;21/07/2012;4;19;20;24;39;43;39.008.398,00;0; ; ;0;118;19.353,93;8075;404,02;SIM;10.746.651,56;16.000.000,00;28.646.481,94
1409;25/07/2012;6;19;26;47;50;58;41.611.002,00;0; ; ;0;96;25.376,40;6846;508,35;SIM;28.288.400,52;33.000.000,00;29.287.570,12
1410;28/07/2012;18;29;40;42;50;54;57.836.634,00;0; ; ;0;70;48.372,46;6917;699,32;SIM;34.525.901,60;42.000.000,00;30.178.641,72
1411;01/08/2012;8;12;32;44;46;48;78.679.980,00;2;ARAUCÁRIA;PR;21.505.646,36;360;12.795,43;21016;313,11;NÃO;0;3.000.000,00;31.390.840,47
SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;;;;;;;;
1412;04/08/2012;6;8;24;37;41;45;30.492.424,00;1;COLATINA;ES;3.288.513,09;103;17.331,97;6893;369,98;NÃO;0;2.000.000,00;31.860.628,06
1413;07/08/2012;13;15;33;45;54;55;15.152.076,00;0; ; ;0;70;12.672,64;3887;326,02;SIM;1.634.104,26;4.000.000,00;32.094.071,54
1414;09/08/2012;21;37;44;46;49;57;25.733.096,00;0; ; ;0;36;41.848,78;3349;642,64;SIM;18.502.377,63;22.000.000,00;32.490.533,60
1415;11/08/2012;26;36;40;46;49;51;40.685.478,00;0; ; ;0;39;61.075,63;3766;903,55;SIM;22.890.179,88;28.000.000,00;33.117.362,51
1416;15/08/2012;3;19;22;24;35;49;50.942.620,00;2;BRASÍLIA;DF;14.192.091,49;206;14.477,96;14457;294,71;NÃO;0;2.500.000,00;33.902.220,11
ESTRELA DO NORTE;SP;;;;;;;;;;;;;;;;;;;
1417;18/08/2012;5;12;45;52;56;59;28.704.854,00;4;NOVA GLÓRIA;GO;773.932,30;83;20.247,46;6383;376,11;NÃO;0;2.000.000,00;34.344.467,15
CORONEL FABRICIANO;MG;;;;;;;;;;;;;;;;;;;
BOM PRINCÍPIO;RS;;;;;;;;;;;;;;;;;;;
GUARULHOS;SP;;;;;;;;;;;;;;;;;;;
1418;22/08/2012;7;8;10;12;27;56;24.524.004,00;0; ; ;0;188;7.637,07;11107;184,66;SIM;2.644.837,54;5.600.000,00;34.722.301,10
1419;25/08/2012;17;21;30;48;52;58;30.791.774,00;0; ; ;0;56;32.191,40;3828;672,75;SIM;17.872.769,48;22.000.000,00;35.196.700,69
1420;29/08/2012;2;11;16;18;36;45;41.256.602,00;0; ; ;0;129;18.723,93;9189;375,5;SIM;22.322.165,67;28.000.000,00;35.832.328,73
1421;01/09/2012;19;31;39;44;53;59;49.871.110,00;1;SÃO PAULO;SP;27.700.609,77;142;20.561,45;8046;518,39;NÃO;0;2.500.000,00;36.600.677,91
1422;05/09/2012;2;5;13;17;39;44;24.685.402,00;1;CAÇAPAVA;SP;2.662.243,82;250;5.780,87;12007;171,94;NÃO;0;2.000.000,00;36.980.998,47
1423;08/09/2012;3;8;21;25;27;43;20.301.558,00;3;MANAUS;AM;729.819,96;187;6.355,96;8340;203,59;NÃO;0;2.000.000,00;37.293.778,46
JABOATÃO DOS GUARARAPES;PE;;;;;;;;;;;;;;;;;;;
MAUÁ;SP;;;;;;;;;;;;;;;;;;;
1424;12/09/2012;3;7;15;29;38;60;23.333.070,00;0; ; ;0;83;16.458,38;6625;294,56;SIM;13.325.277,46;17.000.000,00;37.653.264,05
1425;15/09/2012;7;16;29;36;38;50;39.029.976,00;1;RIO DE JANEIRO;RJ;17.534.538,97;82;27.866,19;6460;505,31;NÃO;0;2.000.000,00;38.254.587,13
1426;19/09/2012;6;15;18;24;30;44;22.530.210,00;0; ; ;0;67;19.687,18;5957;316,32;SIM;2.429.813,06;5.500.000,00;38.601.703,29
1427;22/09/2012;8;39;44;47;53;56;29.080.638,00;0; ; ;0;73;23.322,46;4824;504,18;SIM;5.566.069,41;9.000.000,00;39.049.739,92
1428;26/09/2012;7;15;19;34;37;55;30.227.772,00;1;RECIFE;PE;8.826.040,59;204;8.674,99;9777;258,58;NÃO;0;2.000.000,00;39.515.450,10
1429;29/09/2012;9;12;22;39;48;60;25.455.478,00;0; ; ;0;59;25.259,36;4805;443,08;SIM;12.664.526,03;16.000.000,00;39.907.634,98
1430;03/10/2012;2;19;22;30;46;52;39.097.864,00;0; ; ;0;87;26.310,37;6685;489,15;SIM;16.881.109,04;22.000.000,00;40.510.004,01
1431;06/10/2012;5;9;13;33;40;54;49.552.308,00;0; ; ;0;278;10.435,48;17721;233,86;SIM;22.225.171,32;28.000.000,00;41.273.441,49
1432;10/10/2012;16;24;25;42;45;59;52.510.170,00;0; ; ;0;124;24.792,19;10268;427,71;SIM;27.888.229,83;35.000.000,00;42.082.449,86
1433;13/10/2012;4;13;14;40;46;52;55.794.726,00;1;VIÇOSA DO CEARÁ;CE;33.905.517,49;124;26.342,96;9358;498,66;NÃO;0;2.000.000,00;42.942.062,39
1434;17/10/2012;3;18;22;34;55;58;25.079.638,00;2;LUIZ ALVES;SC;1.352.380,47;116;12.657,75;6335;331,1;NÃO;0;19.000.000,00;43.328.456,82
Ribeirão Preto;SP;;;;;;;;;;;;;;;;;;;
1435;20/10/2012;4;15;45;47;50;52;41.564.024,00;0; ; ;0;93;26.165,43;6915;502,71;SIM;19.534.166,50;25.000.000,00;43.968.821,22
1436;24/10/2012;1;13;23;24;30;57;46.027.556,00;0; ; ;0;127;21.218,15;9275;415,04;SIM;24.498.095,24;30.000.000,00;44.677.953,92
1437;27/10/2012;22;23;26;37;38;48;60.881.314,00;0; ; ;0;107;33.311,44;8856;574,96;SIM;31.063.955,59;38.000.000,00;45.615.933,98
1438;31/10/2012;7;14;31;33;36;49;68.771.562,00;2;SÃO PAULO;SP;19.240.377,33;712;5.654,86;19524;294,6;NÃO;0;2.500.000,00;46.675.476,71
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1439;03/11/2012;2;34;35;42;43;55;24.893.922,00;0; ; ;0;45;32.387,25;3961;525,63;SIM;19.099.165,19;25.000.000,00;47.059.009,86
1440;07/11/2012;2;6;28;36;51;56;49.203.458,00;1;RIALMA;GO;24.405.605,10;148;19.463,78;11068;371,81;NÃO;0;2.000.000,00;47.817.072,71
1441;10/11/2012;17;29;36;38;53;56;29.497.406,00;0; ; ;0;66;26.165,75;5471;450,93;SIM;3.181.203,48;6.700.000,00;48.271.530,35
1442;14/11/2012;12;13;20;30;34;49;34.432.308,00;0; ; ;0;80;25.198,19;6274;459;SIM;6.894.620,79;11.000.000,00;48.802.018,55
1443;17/11/2012;12;20;32;48;52;54;35.945.462,00;0; ; ;0;72;29.228,38;5984;502,39;SIM;10.771.227,06;15.000.000,00;49.355.819,46
1444;21/11/2012;2;5;27;28;48;55;38.922.186,00;0; ; ;0;175;13.021,24;11165;291,56;SIM;27.713.340,32;32.000.000,00;49.955.481,87
1445;24/11/2012;5;19;32;41;49;58;57.211.388,00;1;ARAXÁ;MG;33.883.410,57;133;25.183,96;10497;455,83;NÃO;0;2.500.000,00;50.836.920,50
1446;28/11/2012;6;13;24;32;40;51;24.470.254,00;1;RIBEIRÃO PIRES;SP;2.639.040,77;87;16.466,92;5521;370,69;NÃO;0;2.500.000,00;51.213.926,34
1447;01/12/2012;1;19;28;33;39;41;27.911.454,00;0; ; ;0;51;32.040,96;4339;538;SIM;3.010.163,50;6.000.000,00;51.643.949,71
1448;05/12/2012;1;25;29;36;56;60;31.044.854,00;0; ; ;0;83;21.898,01;6212;417,97;SIM;6.358.254,43;10.000.000,00;52.122.248,43
1449;08/12/2012;2;6;18;30;52;56;36.690.336,00;0; ; ;0;116;18.517,69;8481;361,82;SIM;22.336.184,15;27.000.000,00;52.687.525,39
1450;12/12/2012;26;27;31;38;44;45;46.428.132,00;0; ; ;0;88;30.888,14;7146;543,39;SIM;27.343.313,77;33.000.000,00;53.402.829,63
1451;15/12/2012;2;10;11;33;52;57;53.760.158,00;0; ; ;0;164;19.191,54;12868;349,41;SIM;33.141.179,59;40.000.000,00;54.231.096,19
1452;18/12/2012;2;14;28;50;57;58;37.411.840,00;0; ; ;0;60;36.504,89;5878;532,32;SIM;37.175.930,17;41.000.000,00;54.807.489,15
1453;20/12/2012;6;13;25;32;47;57;51.704.394,00;0; ; ;0;282;10.734,25;14237;303,74;SIM;42.752.088,24;48.000.000,00;55.604.083,17
1454;22/12/2012;4;27;29;41;48;52;58.744.064,00;0; ; ;0;144;23.883,32;11007;446,36;SIM;122.411.671,25;230.000.000,00;122.411.671,25
1455;31/12/2012;14;32;33;36;41;52;640.548.924,00;3;APARECIDA DE GOIÂNIA;GO;81.594.699,72;1368;27.413,18;113258;473,01;NÃO;0;2.500.000,00;0
FRANCA;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1456;02/01/2013;6;8;14;26;36;40;12.180.490,00;0; ; ;0;24;29.713,02;2685;379,41;SIM;1.313.627,95;3.500.000,00;187.661,16
1457;05/01/2013;15;16;34;42;46;59;30.743.352,00;0; ; ;0;96;18.748,79;6867;374,43;SIM;4.629.202,83;7.500.000,00;661.314,73
1458;09/01/2013;2;4;16;33;44;51;35.151.968,00;0; ; ;0;134;15.358,12;9515;308,98;SIM;8.420.233,24;13.000.000,00;1.202.890,51
1459;12/01/2013;2;6;30;34;35;52;44.748.336,00;1;LAGES;SC;13.246.202,09;147;17.821,85;11563;323,66;NÃO;0;13.000.000,00;1.892.314,64
1460;16/01/2013;4;14;27;38;50;52;36.815.066,00;0; ; ;0;103;20.925,78;7074;435,26;SIM;12.296.574,51;17.000.000,00;2.459.513,28
1461;19/01/2013;31;36;44;47;49;54;45.787.974,00;0; ; ;0;99;27.077,55;6683;573,02;SIM;17.234.665,08;23.000.000,00;3.164.954,80
1462;23/01/2013;5;9;25;27;38;40;48.551.594,00;1;SÃO PAULO;SP;22.470.803,48;392;7.251,21;12264;331,1;NÃO;0;2.000.000,00;3.912.974,58
1463;26/01/2013;13;22;28;29;40;48;27.723.126,00;0; ; ;0;46;35.283,98;4520;512,97;SIM;2.989.852,91;6.000.000,00;4.340.096,43
1464;30/01/2013;2;24;32;50;54;59;30.500.016,00;0; ; ;0;76;23.495,23;5570;457,97;SIM;19.117.004,46;25.000.000,00;4.810.001,00
1465;02/02/2013;6;11;16;26;44;53;46.555.048,00;0; ; ;0;117;23.295,61;7939;490,45;SIM;24.137.821,57;30.000.000,00;5.527.260,60
1466;06/02/2013;4;6;13;34;37;51;53.181.258,00;1;RIO DE JANEIRO;RJ;29.873.254,83;213;14.617,47;15287;290,95;NÃO;0;3.000.000,00;6.346.608,23
1467;09/02/2013;23;24;26;41;52;53;28.717.388,00;1;CONTAGEM;MG;3.097.080,96;75;22.416,97;3925;611,92;NÃO;0;1.500.000,00;6.789.048,38
1468;13/02/2013;1;2;10;19;20;37;14.302.608,00;1;VOLTA REDONDA;RJ;1.542.491,77;179;4.677,95;6493;184,23;NÃO;0;2.000.000,00;7.009.404,35
1469;16/02/2013;4;13;35;54;56;58;27.317.922,00;0; ; ;0;105;15.231,81;6920;330,16;SIM;14.475.394,97;19.000.000,00;7.430.283,35
1470;20/02/2013;2;34;36;38;51;55;40.807.202,00;2;IÚNA;ES;9.438.162,39;172;13.889,98;9203;370,85;NÃO;0;3.000.000,00;8.058.987,62
CÓRREGO NOVO;MG;;;;;;;;;;;;;;;;;;;
1471;23/02/2013;10;25;33;36;40;58;27.924.488,00;0; ; ;0;92;17.770,13;5159;452,7;SIM;3.011.569,17;6.500.000,00;8.489.211,81
1472;27/02/2013;12;18;23;25;45;50;30.118.576,00;0; ; ;0;130;13.563,89;7002;359,75;SIM;6.259.763,90;10.000.000,00;8.953.239,64
1473;02/03/2013;2;12;33;57;58;60;38.088.322,00;0; ; ;0;121;18.428,91;8300;383,8;SIM;10.367.470,95;15.000.000,00;9.540.054,94
1474;06/03/2013;1;2;3;11;28;43;40.567.716,00;1;ALTO PARNAÍBA;MA;14.742.572,93;158;15.031,99;11838;286,61;NÃO;0;16.000.000,00;10.165.069,53
1475;09/03/2013;12;13;37;44;48;51;38.445.112,00;1;COTIA;SP;16.179.244,60;111;20.277,36;9065;354,7;NÃO;0;3.000.000,00;10.757.381,79
1476;13/03/2013;4;10;26;37;47;57;25.578.566,00;0; ; ;0;58;25.819,12;4681;457,01;SIM;2.758.568,78;7.000.000,00;11.151.463,06
1477;16/03/2013;3;4;46;50;56;59;33.215.034,00;0; ; ;0;58;33.527,40;4036;688,3;SIM;6.340.706,88;10.000.000,00;11.663.197,09
1478;20/03/2013;10;27;37;40;47;55;34.163.442,00;0; ; ;0;56;35.716,33;4924;580,28;SIM;10.025.127,83;15.000.000,00;12.189.542,95
1479;23/03/2013;21;48;50;54;57;60;40.879.372,00;0; ; ;0;59;40.564,43;5006;682,98;SIM;26.112.714,84;32.000.000,00;12.819.359,12
1480;27/03/2013;9;14;21;26;36;52;51.049.112,00;1;TERESÓPOLIS;RJ;31.618.202,79;151;19.792,67;11395;374,68;NÃO;0;2.500.000,00;13.605.857,42
1481;30/03/2013;17;27;28;40;44;55;22.104.474,00;0; ; ;0;46;28.132,97;3154;586,15;SIM;2.383.898,76;5.200.000,00;13.946.414,38
1482;03/04/2013;6;9;11;34;41;53;28.043.090,00;0; ; ;0;79;20.782,22;5433;431,69;SIM;5.408.258,78;9.000.000,00;14.378.465,82
1483;06/04/2013;1;35;39;53;55;56;35.080.218,00;0; ; ;0;53;38.750,70;4817;609,08;SIM;9.191.551,17;13.000.000,00;14.918.936,18
1484;10/04/2013;17;20;24;29;49;53;37.284.786,00;0; ; ;0;85;25.680,65;7114;438,34;SIM;24.978.254,24;30.000.000,00;15.493.371,66
1485;13/04/2013;4;27;30;36;54;59;52.780.898,00;0; ; ;0;212;14.575,86;12408;355,77;SIM;30.670.509,92;37.000.000,00;16.306.551,06
1486;17/04/2013;1;6;10;34;40;54;59.964.778,00;1;LONDRINA;PR;37.137.524,71;174;20.176,24;12128;413,52;NÃO;0;2.500.000,00;17.230.410,34
1487;20/04/2013;4;9;17;23;28;53;27.266.336,00;0; ; ;0;198;8.062,23;9593;237,72;SIM;2.940.589,52;6.500.000,00;17.650.494,57
1488;24/04/2013;4;22;25;38;45;51;29.223.638,00;1;HORTOLÂNDIA;SP;6.092.267,98;144;11.881,33;7105;344;NÃO;0;2.800.000,00;18.100.734,36
1489;27/04/2013;1;15;24;26;28;48;26.586.222,00;1;CAMPO GRANDE;MS;2.867.241,35;86;18.098,87;5462;407,09;NÃO;0;17.000.000,00;18.510.340,29
1490;02/05/2013;1;3;31;32;43;52;33.584.654,00;0; ; ;0;73;26.934,64;4902;573,01;SIM;16.896.662,04;20.500.000,00;19.027.768,93
1491;04/05/2013;6;26;45;50;56;60;39.743.064,00;0; ; ;0;74;31.442,92;5450;609,9;SIM;21.182.827,87;25.000.000,00;19.640.078,34
1492;08/05/2013;4;9;18;44;46;48;48.938.634,00;1;NEPOMUCENO;MG;26.460.707,33;232;12.349,72;12719;321,8;NÃO;0;2.400.000,00;20.394.061,14
1493;11/05/2013;7;12;24;27;30;49;27.293.590,00;2;SALVADOR;BA;1.471.764,39;137;11.663,62;9075;251,54;NÃO;0;2.500.000,00;20.814.565,27
CAMPINAS;SP;;;;;;;;;;;;;;;;;;;
1494;15/05/2013;2;14;24;28;35;50;23.860.410,00;0; ; ;0;68;20.542,92;5746;347,3;SIM;14.329.345,31;19.000.000,00;21.182.175,42
